1,Acrelandia
1,Assis Brasil
1,Brasileia
1,Bujari
1,Capixaba
1,Cruzeiro do Sul
1,Epitaciolandia
1,Feijo
1,Jordao
1,Mancio Lima
1,Manoel Urbano
1,Marechal Thaumaturgo
1,Placido de Castro
1,Porto Acre
1,Porto Walter
1,Rio Branco
1,Rodrigues Alves
1,Santa Rosa do Purus
1,Sena Madureira
1,Senador Guiomard
1,Tarauaca
1,Xapuri
2,Agua Branca
2,Anadia
2,Arapiraca
2,Atalaia
2,Barra de Santo Antonio
2,Barra de Sao Miguel
2,Batalha
2,Belem
2,Belo Monte
2,Boca da Mata
2,Branquinha
2,Cacimbinhas
2,Palmeira dos Indios
2,Pao de Acucar
2,Pariconha
2,Paripueira
2,Passo de Camaragibe
2,Paulo Jacinto
2,Penedo
2,Piacabucu
2,Pilar
2,Pindoba
2,Piranhas
2,Poco das Trincheiras
2,Porto Calvo
2,Porto de Pedras
2,Porto Real do Colegio
2,Quebrangulo
2,Rio Largo
2,Roteiro
2,Santa Luzia do Norte
2,Santana do Ipanema
2,Santana do Mundau
2,Sao Bras
2,Sao Jose da Laje
2,Sao Jose da Tapera
2,Sao Luis do Quitunde
2,Sao Miguel dos Campos
2,Sao Miguel dos Milagres
2,Sao Sebastiao
2,Satuba
2,Senador Rui Palmeira
2,Tanque d'Arca
2,Taquarana
2,Teotonio Vilela
2,Traipu
2,Uniao dos Palmares
2,Vicosa
3,Amapa
3,Calcoene
3,Cutias
3,Ferreira Gomes
3,Itaubal
3,Laranjal do Jari
3,Macapa
3,Mazagao
3,Oiapoque
3,Pedra Branca do Amapari
3,Porto Grande
3,Pracuuba
3,Santana
3,Serra do Navio
3,Tartarugalzinho
3,Vitoria do Jari
4,Alvaraes
4,Amatura
4,Anama
4,Anori
4,Apui
4,Atalaia do Norte
4,Autazes
4,Barcelos
4,Barreirinha
4,Benjamin Constant
4,Beruri
4,Boa Vista do Ramos
4,Boca do Acre
4,Borba
4,Caapiranga
4,Canutama
4,Carauari
4,Careiro
4,Careiro da Varzea
4,Coari
4,Codajas
4,Eirunepe
4,Envira
4,Fonte Boa
4,Guajara
4,Humaita
4,Ipixuna
4,Iranduba
4,Itacoatiara
4,Itamarati
4,Itapiranga
4,Japura
4,Jurua
4,Jutai
4,Labrea
4,Manacapuru
4,Manaquiri
4,Manaus
4,Manicore
4,Maraa
4,Maues
4,Nhamunda
4,Nova Olinda do Norte
4,Novo Airao
4,Novo Aripuana
4,Parintins
4,Pauini
4,Presidente Figueiredo
4,Rio Preto da Eva
4,Santa Isabel do Rio Negro
4,Santo Antonio do Ica
4,Sao Gabriel da Cachoeira
4,Sao Paulo de Olivenca
4,Sao Sebastiao do Uatuma
4,Silves
4,Tabatinga
4,Tapaua
4,Tefe
4,Tonantins
4,Uarini
4,Urucara
4,Urucurituba
5,Abaira
5,Abare
5,Acajutiba
5,Adustina
5,Agua Fria
5,Aiquara
5,Alagoinhas
5,Alcobaca
5,Almadina
5,Amargosa
5,Amelia Rodrigues
5,America Dourada
5,Anage
5,Andarai
5,Andorinha
5,Angical
5,Anguera
5,Antas
5,Antonio Cardoso
5,Antonio Goncalves
5,Apora
5,Apuarema
5,Aracas
5,Aracatu
5,Araci
5,Aramari
5,Arataca
5,Aratuipe
5,Aurelino Leal
5,Baianopolis
5,Baixa Grande
5,Banzae
5,Barra
5,Barra da Estiva
5,Barra do Choca
5,Barra do Mendes
5,Barra do Rocha
5,Barreiras
5,Barro Alto
5,Barrocas
5,Belmonte
5,Belo Campo
5,Biritinga
5,Boa Nova
5,Boa Vista do Tupim
5,Bom Jesus da Lapa
5,Bom Jesus da Serra
5,Boninal
5,Bonito
5,Boquira
5,Botupora
5,Brejoes
5,Brejolandia
5,Brotas de Macaubas
5,Brumado
5,Buerarema
5,Buritirama
5,Caatiba
5,Cabaceiras do Paraguacu
5,Cachoeira
5,Cacule
5,Caem
5,Caetanos
5,Caetite
5,Cafarnaum
5,Cairu
5,Caldeirao Grande
5,Camacan
5,Camacari
5,Camamu
5,Campo Alegre de Lourdes
5,Campo Formoso
5,Canapolis
5,Canarana
5,Canavieiras
5,Candeal
5,Candeias
5,Candiba
5,Candido Sales
5,Cansancao
5,Canudos
5,Capela do Alto Alegre
5,Capim Grosso
5,Caraibas
5,Caravelas
5,Cardeal da Silva
5,Carinhanha
5,Casa Nova
5,Castro Alves
5,Catolandia
5,Catu
5,Caturama
5,Central
5,Chorrocho
5,Cicero Dantas
5,Cipo
5,Coaraci
5,Cocos
5,Conceicao da Feira
5,Conceicao do Almeida
5,Conceicao do Coite
5,Conceicao do Jacuipe
5,Conde
5,Condeuba
5,Contendas do Sincora
5,Coracao de Maria
5,Cordeiros
5,Coribe
5,Coronel Joao Sa
5,Correntina
5,Cotegipe
5,Cravolandia
5,Crisopolis
5,Cristopolis
5,Cruz das Almas
5,Curaca
5,Dario Meira
5,Dias d'Avila
5,Dom Basilio
5,Dom Macedo Costa
5,Elisio Medrado
5,Encruzilhada
5,Entre Rios
5,Erico Cardoso
5,Esplanada
5,Euclides da Cunha
5,Eunapolis
5,Fatima
5,Feira da Mata
5,Feira de Santana
5,Filadelfia
5,Firmino Alves
5,Floresta Azul
5,Formosa do Rio Preto
5,Gandu
5,Gaviao
5,Gentio do Ouro
5,Gloria
5,Gongogi
5,Governador Lomanto Junior
5,Governador Mangabeira
5,Guajeru
5,Guanambi
5,Guaratinga
5,Heliopolis
5,Iacu
5,Ibiassuce
5,Ibicarai
5,Ibicoara
5,Ibicui
5,Ibipeba
5,Ibipitanga
5,Ibiquera
5,Ibirapitanga
5,Ibirapua
5,Ibirataia
5,Ibitiara
5,Ibitita
5,Ibotirama
5,Ichu
5,Igapora
5,Igrapiuna
5,Iguai
5,Ilheus
5,Inhambupe
5,Ipecaeta
5,Ipiau
5,Ipira
5,Ipupiara
5,Irajuba
5,Iramaia
5,Iraquara
5,Irara
5,Irece
5,Itabela
5,Itaberaba
5,Itabuna
5,Itacare
5,Itaete
5,Itagi
5,Itagiba
5,Itagimirim
5,Itaguacu da Bahia
5,Itaju do Colonia
5,Itajuipe
5,Itamaraju
5,Itamari
5,Itambe
5,Itanagra
5,Itanhem
5,Itaparica
5,Itape
5,Itapebi
5,Itapetinga
5,Itapicuru
5,Itapitanga
5,Itaquara
5,Itarantim
5,Itatim
5,Itirucu
5,Itiuba
5,Itororo
5,Ituacu
5,Itubera
5,Iuiu
5,Jaborandi
5,Jacaraci
5,Jacobina
5,Jaguaquara
5,Jaguarari
5,Jaguaripe
5,Jandaira
5,Jequie
5,Jeremoabo
5,Jiquirica
5,Jitauna
5,Joao Dourado
5,Juazeiro
5,Jucurucu
5,Jussara
5,Jussari
5,Jussiape
5,Lafaiete Coutinho
5,Lagoa Real
5,Laje
5,Lajedao
5,Lajedinho
5,Lajedo do Tabocal
5,Lamarao
5,Lapao
5,Lauro de Freitas
5,Lencois
5,Licinio de Almeida
5,Livramento de Nossa Senhora
5,Luis Eduardo Magalhaes
5,Macajuba
5,Macarani
5,Macaubas
5,Macurure
5,Madre de Deus
5,Maetinga
20,Senador Eloi de Souza
20,Senador Georgino Avelino
20,Serra de Sao Bento
20,Serra do Mel
20,Serra Negra do Norte
20,Serrinha
277,Aspinwall
277,Atalissa
277,Atkins
277,Atlantic
277,Auburn
277,Audubon
277,Aurelia
277,Aurora
277,Austinville
277,Avoca
277,Ayrshire
277,Badger
277,Bagley
277,Baldwin
277,Bancroft
277,Barnes City
277,Barnum
277,Batavia
277,Battle Creek
277,Baxter
277,Bayard
277,Beacon
277,Beaman
277,Beaver
277,Bedford
277,Belle Plaine
277,Bellevue
277,Belmond
277,Bennett
277,Bernard
277,Berwick
277,Bettendorf
277,Bevington
277,Birmingham
277,Blairsburg
277,Blairstown
277,Blakesburg
277,Blanchard
277,Blencoe
277,Blockton
277,Bloomfield
277,Blue Grass
277,Bode
277,Bonaparte
277,Bondurant
277,Boone
277,Booneville
277,Bouton
277,Boxholm
277,Boyden
277,Braddyville
277,Bradford
277,Bradgate
277,Brandon
277,Brayton
277,Breda
277,Bridgewater
277,Brighton
277,Bristow
277,Britt
277,Bronson
277,Brooklyn
277,Brunsville
277,Bryant
277,Buckeye
277,Buckingham
277,Buffalo
277,Buffalo Center
277,Burlington
277,Burnside
277,Burt
277,Bussey
277,Calamus
277,Callender
277,Calmar
277,Calumet
277,Camanche
277,Cambridge
277,Cantril
277,Carbon
277,Carlisle
277,Carpenter
277,Carroll
277,Carson
277,Carter Lake
277,Cascade
277,Casey
277,Castalia
277,Castana
277,Cedar
277,Cedar Falls
277,Cedar Rapids
277,Center Junction
277,Center Point
277,Centerville
277,Central City
